1468942243.789|0.0393372|-0.5248566|-0.7160645
1468942243.808|0.0655212|-0.5851746|-0.7464294
1468942243.83|-0.059494|-0.546402|-0.8282928
1468942243.851|-0.0954895|-0.5402832|-0.8796234
1468942243.872|-0.0540924|-0.5504456|-0.8592529
1468942243.893|-0.0078125|-0.5752258|-0.8231506
1468942243.915|-0.0039673|-0.5922852|-0.7960663
1468942243.935|-0.0223846|-0.598114|-0.7521667
1468942243.958|-0.0198669|-0.6118164|-0.714447
1468942243.977|-0.0235596|-0.6304321|-0.6817017
1468942243.998|-0.0187073|-0.6164551|-0.6572418
1468942244.019|-0.0171967|-0.6026154|-0.6422577
1468942244.039|-0.0134583|-0.6038666|-0.651947
1468942244.06|-0.0049744|-0.6190796|-0.7700043
1468942244.081|-0.0147552|-0.6071625|-0.8025665
1468942244.102|-0.0002289|-0.5420074|-0.76828
1468942244.124|0.0451813|-0.6261444|-0.6902618
1468942244.145|0.0177765|-0.623642|-0.7765961
1468942244.166|-0.0261078|-0.5741882|-0.8520355
1468942244.187|-0.0513763|-0.5995331|-0.7700043
1468942244.208|-0.0103912|-0.6105042|-0.6841278
1468942244.229|0.0357819|-0.6270447|-0.8021088
1468942244.25|0.0466766|-0.6240387|-0.8734436
1468942244.27|0.0039215|-0.6216736|-0.9179993
1468942244.291|-0.0261841|-0.6376648|-0.9058838
1468942244.312|-0.0488739|-0.6487732|-0.8918304
1468942244.333|-0.078064|-0.6555328|-0.9014282
1468942244.354|-0.1107025|-0.6730957|-0.9016266
1468942244.375|-0.1026611|-0.664856|-0.8968048
1468942244.396|-0.0911865|-0.6451263|-0.9039764
1468942244.417|-0.0731812|-0.622406|-0.9094391
1468942244.438|-0.0514526|-0.6011353|-0.9279327
1468942244.459|-0.0492401|-0.54776|-0.9351044
1468942244.48|-0.016983|-0.5165558|-0.9248962
1468942244.501|0.0212555|-0.4499664|-0.8468018
1468942244.522|0.0292053|-0.4270935|-0.7416382
1468942244.544|0.0146027|-0.4044189|-0.6429443
1468942244.564|0.014389|-0.3742828|-0.6068115
1468942244.586|0.0340729|-0.3445129|-0.6372833
1468942244.607|0.0270233|-0.3053436|-0.6982727
1468942244.628|-0.0513611|-0.2709808|-0.7254028
1468942244.649|-0.0862122|-0.2584839|-0.6178589
1468942244.67|-0.1229858|-0.2418213|-0.4204407
1468942244.691|-0.1309052|-0.2718658|-0.3390808
1468942244.712|-0.2176056|-0.2888641|-0.2607117
1468942244.733|-0.3220215|-0.2901917|-0.4439545
1468942244.754|-0.3259888|-0.400589|-0.6154022
1468942244.775|-0.1473694|-0.4041748|-0.5982208
1468942244.796|0.0139618|-0.379425|-0.6340332
1468942244.817|-0.04953|-0.4086151|-0.6296539
1468942244.838|-0.0905609|-0.5384674|-0.9311523
1468942244.859|-0.2756653|-0.3121033|-0.8369141
1468942244.88|-0.2718506|-0.1533356|-0.6674652
1468942244.901|-0.2574005|-0.1063843|-0.8378143
1468942244.922|-0.3548737|-0.0251312|-1.0694275
1468942244.943|-0.3834839|0.0651703|-1.1088257
1468942244.964|-0.458252|0.2027893|-1.0305328
1468942244.985|-0.6804199|0.2099152|-0.9854126
1468942245.006|-0.8374023|0.3318939|-0.7809448
1468942245.027|-0.73172|0.2067566|-0.802124
1468942245.048|-0.6533356|0.4634094|-0.5330048
1468942245.069|-0.7574615|0.5338898|-0.5498047
1468942245.09|-0.7765656|0.6934814|-0.5409546
1468942245.111|-0.9041748|0.760376|-0.4585571
1468942245.132|-0.6480103|0.7669373|-0.5049133
1468942245.153|-0.5492401|0.8002625|-0.3500671
1468942245.174|-0.6655273|0.9295654|-0.3898621
1468942245.195|-0.7929382|1.0416718|-0.3090515
1468942245.216|-0.8032074|1.1463318|-0.2710114
1468942245.237|-0.7621765|1.1822815|-0.1422729
1468942245.258|-0.7295685|1.1938171|-0.0480194
1468942245.279|-0.753006|1.1908875|-0.1244812
1468942245.3|-0.9639435|1.1237946|-0.1528931
1468942245.321|-1.062561|0.9619904|0.131073
1468942245.342|-0.9640045|0.906662|0.1274261
1468942245.363|-0.7798309|0.8914948|0.225174
1468942245.384|-0.7034302|0.8439484|0.3040009
1468942245.405|-0.6689758|0.8175507|0.3325195
1468942245.426|-0.6112366|0.7977753|0.2771912
1468942245.447|-0.5124207|0.7814026|0.2759399
1468942245.468|-0.445694|0.7711029|0.2587738
1468942245.489|-0.4683533|0.780014|0.3067627
1468942245.51|-0.4735107|0.8258057|0.2654572
1468942245.531|-0.4773865|0.8623047|0.2460632
1468942245.552|-0.4844818|0.9321289|0.2614288
1468942245.573|-0.4307556|1.0070648|0.2866516
1468942245.595|-0.5289307|1.0281677|0.2503815
1468942245.616|-0.7160492|1.0873871|0.2512665
1468942245.637|-0.8309631|1.1321716|0.1288147
1468942245.658|-0.8422394|1.130661|0.1439056
1468942245.679|-0.8002472|1.0809021|0.1443939
1468942245.7|-0.7477875|0.9766998|0.1204071
1468942245.721|-0.7137604|0.8783722|0.10466
1468942245.742|-0.6755371|0.77771|0.1539612
1468942245.763|-0.609314|0.7648468|0.215744
1468942245.784|-0.5217896|0.7932281|0.2601471
1468942245.805|-0.440155|0.8338776|0.2339172
1468942245.826|-0.3815308|0.9099579|0.2471161
1468942245.847|-0.3979034|0.9428406|0.1879578
1468942245.868|-0.4860687|0.9793701|0.0560608
1468942245.889|-0.560257|0.968338|-0.0020905
1468942245.91|-0.5618896|0.9017944|0.0343018
1468942245.93|-0.5272369|0.8378143|0.1247101
1468942245.952|-0.4794464|0.8150024|0.1445618
1468942245.973|-0.4583282|0.8353729|0.1168518
1468942245.994|-0.4138031|0.8343964|0.1138763
1468942246.015|-0.3773041|0.8215179|0.1183777
1468942246.035|-0.3720093|0.8316345|0.09198
1468942246.057|-0.3841095|0.8587494|0.0618896
1468942246.079|-0.3494873|0.8378448|0.0507202
1468942246.099|-0.3043976|0.8172607|0.0655823
1468942246.12|-0.3092499|0.8533783|0.0828247
1468942246.141|-0.3377686|0.9544373|0.103775
1468942246.162|-0.3178864|1.0163422|0.1435089
1468942246.183|-0.2902679|0.9759979|0.1529999
1468942246.204|-0.3097992|0.9547882|0.0977325
1468942246.225|-0.3734589|1.0037537|0.0683441
1468942246.246|-0.3730469|1.0355072|0.1144104
1468942246.267|-0.3447571|1.0360413|0.1679382
1468942246.288|-0.3462982|0.9938507|0.1480255
1468942246.309|-0.3996277|0.8986053|0.0990143
1468942246.33|-0.4682617|0.8057404|0.0716858
1468942246.352|-0.598053|0.7418671|0.1416321
1468942246.372|-0.7803955|0.70784|0.2574921
1468942246.393|-0.815155|0.7182617|0.3952942
1468942246.414|-0.7366638|0.7392426|0.4679871
1468942246.435|-0.6511993|0.9273987|0.4106293
1468942246.456|-0.5874786|0.8990784|0.2566833
1468942246.477|-0.5573578|0.8636627|0.1371307
1468942246.498|-0.5633698|0.8073425|0.0755005
1468942246.519|-0.5491333|0.7563477|0.0184479
1468942246.541|-0.5108337|0.719162|0.0180359
1468942246.563|-0.4678802|0.6883087|0.1318817
1468942246.582|-0.4785004|0.6865082|0.1968689
1468942246.603|-0.5102844|0.6940308|0.2332611
1468942246.624|-0.5478058|0.7154999|0.2404022
